Price,Close,Close,Close,Close,Dividends,Dividends,Dividends,Dividends,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-27,6.228710174560547,6.137499809265137,13.391945838928223,22.12297248840332,0.0,0.0,0.0,0.0,6.309609746550187,6.166500091552734,13.529051495583603,22.23481736287191,5.978518534985298,5.940000057220459,13.224205988873637,21.638310417582925,6.197847970367608,6.051499843597412,13.371441379893005,21.884369710287725,0.0,0.0,0.0,0.0,1722568400,295306000,159170382,63949500
2010-01-28,5.97132682800293,6.301499843597412,13.199007034301758,21.742706298828125,0.0,0.0,0.0,0.0,6.157397338195849,6.360000133514404,13.512991865302233,22.272107640317397,5.953649051401856,6.139999866485596,13.107848896842135,21.541384601831417,6.140318835381202,6.221499919891357,13.450984732607848,22.249738088811576,0.0,0.0,0.0,0.0,1173502400,545862000,129648138,117513700
2010-01-29,5.754693984985352,6.270500183105469,13.091546058654785,21.011974334716797,0.0,0.0,0.0,0.0,6.058518963779727,6.59250020980835,13.364522940711113,22.309377817229638,5.700460912831994,6.206999778747559,12.98457800150966,20.624244166006882,6.024960435161515,6.488500118255615,13.30276363205778,22.29446479023667,0.0,0.0,0.0,0.0,1245952400,589426000,166240784,193888500
2010-02-01,5.834695816040039,5.94350004196167,13.167634010314941,21.183469772338867,0.0,0.0,0.0,0.0,5.872748902755397,6.243000030517578,13.23655858054752,21.235663944367943,5.731922758247732,5.690999984741211,13.1004395067658,20.818109145950828,5.7639831068821605,6.158999919891357,13.206666925400818,21.168556745420698,0.0,0.0,0.0,0.0,749876400,755488000,90369462,85931100
2010-02-02,5.868554592132568,5.906000137329102,13.120696067810059,21.220748901367188,0.0,0.0,0.0,0.0,5.882337891142079,5.948999881744385,13.215557435483264,21.2505749523699,5.79424663250177,5.71999979019165,13.033984646728326,20.982146182083063,5.870053176856827,5.939499855041504,13.215557435483264,21.15364313097987,0.0,0.0,0.0,0.0,698342400,461594000,164462143,54413700
2010-02-03,5.969529628753662,5.954999923706055,13.360323905944824,21.34750747680664,0.0,0.0,0.0,0.0,5.998594010375022,5.980500221252441,13.391945627341572,21.46681026256214,5.825407468492516,5.828000068664551,13.049302567407564,20.96723526928914,5.847879837776201,5.855999946594238,13.06017200206416,21.071623606867714,0.0,0.0,0.0,0.0,615328000,248118000,120413655,61397900
2010-02-04,5.754397392272949,5.796999931335449,13.013482093811035,20.758466720581055,0.0,0.0,0.0,0.0,5.943763176452704,6.016499996185303,13.290657862793545,21.250585427226223,5.7400148162142735,5.7870001792907715,12.983343558830109,20.736097171302603,5.89462350835103,5.932000160217285,13.265955463665215,21.161108652297514,0.0,0.0,0.0,0.0,757652000,255680000,135614418,77850000
2010-02-05,5.856568813323975,5.869500160217285,13.124896049499512,20.89267349243164,0.0,0.0,0.0,0.0,5.872749206980674,5.882500171661377,13.179491047949217,21.086538581697926,5.718439393797228,5.704999923706055,12.906761045991225,20.557137487512193,5.771773965381838,5.794000148773193,13.05350266275055,20.877760465060874,0.0,0.0,0.0,0.0,850306800,220496000,126713179,80960100
2010-02-08,5.816418647766113,5.8414998054504395,13.178750991821289,20.66897964477539,0.0,0.0,0.0,0.0,5.929079728870104,6.050000190734863,13.389474812000964,20.937408413598572,5.812823004742717,5.828000068664551,13.130825591760134,20.55713479849386,5.8634608438902935,5.968999862670898,13.154788291790712,20.885214246812815,0.0,0.0,0.0,0.0,478270800,197804000,108175956,52820600
2010-02-09,5.878441333770752,5.901500225067139,13.252119064331055,20.88521957397461,0.0,0.0,0.0,0.0,5.917692563578256,5.954500198364258,13.377861497459158,21.13127886742971,5.835294424605493,5.849999904632568,13.21827540989694,20.69135446061836,5.885332581728925,5.909999847412109,13.328701695212157,20.855393515526842,0.0,0.0,0.0,0.0,632886800,184460000,113206742,59195800
2010-02-10,5.846380233764648,5.868000030517578,13.202960014343262,20.87030029296875,0.0,0.0,0.0,0.0,5.890726087766112,5.930500030517578,13.28547066339269,21.056708835873632,5.820612264617394,5.800000190734863,13.035962713471655,20.75845545166268,5.869451471246659,5.900000095367432,13.193572818787121,20.900126342482004,0.0,0.0,0.0,0.0,370361600,124664000,107380987,48591300
2010-02-11,5.952751159667969,6.004499912261963,13.25113296508789,20.967239379882812,0.0,0.0,0.0,0.0,5.985111551799704,6.020999908447266,13.352171121042424,21.1760160959703,5.814621719363881,5.824999809265137,13.080676480519749,20.654072883566865,5.839191550414985,5.860499858856201,13.175044090153587,20.82556844954865,0.0,0.0,0.0,0.0,550345600,166870000,96761331,65993700
2010-02-12,6.003986835479736,5.982999801635742,13.170104026794434,20.8255672454834,0.0,0.0,0.0,0.0,6.041740283839114,5.997000217437744,13.269660893279402,20.922499083464782,5.857767232322593,5.875,13.105380239723326,20.56459494327788,5.935970461024799,5.94950008392334,13.166398903316793,20.736090499344357,0.0,0.0,0.0,0.0,655468800,161470000,91529795,81117200
2010-02-16,6.094475269317627,5.876500129699707,13.37218189239502,21.237579345703125,0.0,0.0,0.0,0.13,6.1031643392834765,6.025000095367432,13.442093990569179,21.252562107713388,6.038144732815726,5.859000205993652,13.199255627644531,20.990369487873135,6.050729082443522,6.002999782562256,13.262744061108897,21.072771821259913,0.0,0.0,0.0,0.0,543737600,178654000,146723904,51935600
2010-02-17,6.069006443023682,5.815499782562256,13.29584789276123,21.417367935180664,0.0,0.0,0.0,0.0,6.121740932452537,5.856500148773193,13.424060114967784,21.462314791813892,6.018368211557253,5.777500152587891,13.281025506510442,21.24507046072428,6.118145289978052,5.853499889373779,13.389474862352115,21.372421078547433,0.0,0.0,0.0,0.0,436396800,178896000,81492313,45882900
2010-02-18,6.080391883850098,5.9039998054504395,13.419612884521484,21.702035903930664,0.0,0.0,0.0,0.0,6.109156623784818,5.92549991607666,13.463833159458803,21.746984194863018,6.0201660721563925,5.741000175476074,13.24470967937731,21.35744091312585,6.04143949017106,5.791999816894531,13.279294930666818,21.41737053886734,0.0,0.0,0.0,0.0,422825200,196002000,93826371,42856500
2010-02-19,6.042640209197998,5.875999927520752,13.358842849731445,21.552213668823242,0.0,0.0,0.0,0.0,6.08848386438862,5.954500198364258,13.439623437679177,21.6645815442966,6.02586093933753,5.849999904632568,13.332656318153635,21.49228403998178,6.048333711538178,5.895500183105469,13.353159831319385,21.56719643324237,0.0,0.0,0.0,0.0,415469600,142312000,102506786,44451800
